,0,1
0,-1.1480576943172491,-0.20784393339543406
1,-1.1728906754662778,-0.13126399065125072
2,-1.1070292781815296,-0.05906407501639792
3,-1.2765253369232825,-0.31318537429378596
4,-0.9844541808706816,-0.20560135856111308
5,-1.1830857040570333,0.18851552346063366
6,-1.492436141604594,0.3677620688940297
7,-1.4557686231116045,-0.020969577210939547
8,-1.3809836568024045,0.25549636022152755
9,-1.001641165914604,0.21315322141198098
10,-0.9050346783715275,0.39155676389820043
11,-0.8605415891287169,-0.23019514152022005
12,-0.6073174056519931,-0.5631653627016013
13,-0.6943478301811428,-0.4743484375786491
14,-0.7567343854427414,-0.21585771920348534
15,-0.5173115528879515,-0.4986109062164667
16,-0.395583365316501,-1.427202516904099
17,-0.18840424305382533,-0.8822304593126062
18,-0.3693360938454924,-0.3632805490370246
19,-0.33686941572365153,-0.7674942960140044
20,0.02665799445273501,-1.7859229823650284
21,0.34392542645646745,-2.4977162434522855
22,0.27263164216038105,-2.636581812117755
23,-0.020081017359443173,-1.997511113993375
24,-0.12641707574455233,-1.4325625507654003
25,-0.16026151544614434,-1.2647440252952304
26,-0.10657257462504213,-1.6448347132453853
27,0.09430373452673285,-1.993857611411367
28,0.277213745999537,-2.020496131059137
29,0.26935394194640616,-1.5944423061004138
30,0.30029644490122903,-1.643932371568093
31,0.0526351508065967,-1.2601912355687932
32,0.4186552928552701,-1.0297460226822313
33,0.44795823008624364,-1.1067025169990101
34,0.19148701507232063,-1.3665726500612116
35,-0.005574694694619968,-1.3272033990519638
36,-0.09172060708064093,-0.8877900660931959
37,0.10802591717408926,-1.5755931687532776
38,-0.1312550343928285,-1.6416212826442298
39,0.4132952540739776,-2.024551596609308
40,0.5098171237063761,-2.4214216851282946
41,0.15050223428698764,-2.2130704864298956
42,-0.030162189926800666,-1.8497695139286505
43,0.0012160594219448382,-1.6274019720005874
44,0.0689200406770591,-1.6794545308561022
45,0.04826323600922751,-1.390401126898541
46,0.22179823733589019,-1.6015620946690015
47,0.2476722475428579,-2.0171275878880763
48,0.6254595228630039,-2.6208513359564316
49,0.4320101657870381,-2.0084239779772672
50,0.5716517906130749,-2.2408550074858993
51,0.5011353680639133,-1.3966799476107832
52,0.4715105611057067,-0.9710638443937352
53,0.4702393486761528,-1.498995810810963
54,0.3432244706937956,-0.8833404234540259
55,0.7163281681606304,-1.482797920491321
56,0.8914529574247559,-1.3256619196890624
57,0.9346289551075843,-1.1651986073323346
58,1.1033844537301531,-1.561221542871042
59,0.7047208890334222,-1.482123096104617
60,0.7768081419032198,-1.2350393399701365
61,0.790415923750296,-0.891270231822394
62,0.7939440339077204,-1.2343660224220327
63,0.4975446540596522,-0.9220860516209227
64,0.4434411364270404,-1.010942885449282
65,0.16741555964154278,-0.6390166808627089
66,0.36725284822474646,-0.6530601084591988
67,0.21558648894045496,-0.1578429187196477
68,-0.0034890026654380603,-0.15634540132744656
69,-0.2356417131822703,-0.0869481328322926
70,-0.06654415858972816,-0.4002663557356525
71,0.05550739468687626,-0.7122597077902209
72,-0.006867116565507921,-0.16222325026614487
73,0.012286272975422435,-0.29364351996597465
74,0.14847471228186365,0.05532935394459328
75,-0.07216070151405148,0.2677379269440637
76,-0.3026612514705561,0.5576702510677847
77,-0.3594874995651492,0.8255922022517198
78,-0.32951071755196953,0.5279320150856799
79,-0.6767424646375311,0.4694694643422114
80,-0.5744860364554508,0.846473861843554
81,-0.7247685637182383,1.0894759475679614
82,-0.7549346771245927,0.8610980680859929
83,-0.6216798994637609,0.31787994032630035
84,-0.7710142355049664,0.9075632568006385
85,-0.9096455748420326,1.1911277331631207
86,-0.6414177785321926,1.2905673856494198
87,-0.7013089422030703,1.5902902279936038
88,-0.6777381334864249,2.238791240938636
89,-0.7048465622762493,1.543283024334922
90,-0.7413975390528936,1.632541685513761
91,-0.6325962664246149,1.540223163797613
92,-0.6007680988672581,0.9706156930597157
93,-0.4821571249534581,0.5131398482857527
94,-0.570973778595623,0.7754882241324285
95,-0.7509362427256798,0.8196255397580081
96,-0.598364393302144,0.8641205058534122
97,-0.6334928806750125,0.6518521691120429
98,-0.5284045463909917,0.23275583014587167
99,-0.5233215996019384,0.3072799277990681
100,-0.5934557527255189,0.5072461494016179
101,-0.5827894313928699,0.6365380717843178
102,-0.734871092240701,0.8107129463102598
103,-0.5266460688712407,1.36155147484731
104,-0.7965995966708325,1.7193036565119686
105,-1.029443857001561,2.107948547937253
106,-1.3673677158626354,1.9956606198574207
107,-1.5483247612073217,2.0339316288046723
108,-1.392225111684875,2.0269323826317938
109,-1.4401019937179933,2.2075849851029683
110,-1.4105137438271336,2.1680717116954
111,-1.4470772205001916,2.7419545022744165
112,-1.4782528604839347,2.5569685668116384
113,-1.6434681221138587,2.9467914382085345
114,-1.7869180931098319,2.950916782714039
115,-1.77925830948134,3.2557421479369584
116,-1.6135852987184087,3.4253851868222553
117,-1.6303280505776143,3.0187392432303604
118,-1.6881609897967635,2.6524021342614503
119,-1.7062435460317935,2.785662044306352
120,-1.6622146457762963,2.7175617036506505
121,-1.7283725691974132,2.8955599967205554
122,-2.0026851382880997,3.775702559123491
123,-1.5677754031764262,3.713725495108676
124,-1.475438242318691,3.494485302685518
125,-1.3380123311373777,2.9214081197425776
126,-1.2669413464396446,3.211947193004783
127,-0.6537243682256906,2.2075943864974508
128,-0.20064429954919735,2.201480229974999
129,-0.06852737219216308,2.6256546899189135
130,-0.45582567613317654,3.4349060739361925
131,-0.40021417602371945,3.3620599406628484
132,-0.1092694522668534,2.8432512327001125
133,-0.07630572313522421,2.6616662034698524
